"track","artist","uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","chorus_hit","sections","target","explicit"
"Nightshift",1737,"23IK8TF2MSiLnuEjaYPfVV",0.727,0.559,8,0.6996,1,0.0392,0.62,0.0114,0.0629,0.393,0.4833,0.1714,4,0.0894,15,1,0
"Night Of The Blade",4092,"5zsiVdb0xIZaShQj6klzBA",0.189,0.92,0,0.7761,1,0.108,0.000161,0.0143,0.353,0.161,0.5627,0.1325,4,0.2125,8,0,0
"Take On Me",4093,"2WfaOiMkCvy7F5fcp2zZ8L",0.573,0.902,6,0.7547,0,0.054,0.018,0.0013,0.0928,0.876,0.3883,0.1208,4,0.1566,9,1,0
"Under Pressure",4094,"11IzgLRXV7Cgek3tEgGgjw",0.671,0.711,2,0.7509,1,0.0478,0.422,0,0.104,0.466,0.5235,0.1353,4,0.2072,9,1,0
"Спокойная ночь",4095,"26sgqMLFOhRrryoaPovlI2",0.742,0.596,0,0.6399,1,0.0312,0.313,0.0271,0.197,0.348,0.494,0.2072,4,0.1205,14,0,0
"I Found Someone",300,"7cm9QkrwSWH0scegcO8XZ2",0.538,0.604,2,0.6836,0,0.0262,0.557,0,0.162,0.373,0.473,0.1195,4,0.109,11,1,0
"One In A Million You",3708,"1CzgvJvt2JRy4uEX3SVaxO",0.51,0.226,10,0.611,1,0.0292,0.666,0,0.318,0.174,0.3284,0.1378,4,0.2118,9,1,0
"Why Worry",3329,"0O2ul0bjxtHNlYWcyUkEcn",0.534,0.255,1,0.6226,1,0.0256,0.895,0.0014,0.108,0.213,0.4232,0.1284,4,0.1579,11,0,0
"Volverte a Ver",3168,"415It1twH2raOgzqHQy6Gw",0.543,0.58,8,0.7162,1,0.0555,0.361,0,0.0614,0.856,0.4346,0.1704,4,0.1066,13,0,0
"Papa Don't Preach",3214,"6A8OnjnpShshNpcqWtZRjr",0.807,0.906,5,0.726,0,0.0371,0.311,8e-04,0.0248,0.971,0.5591,0.1955,4,0.1862,14,1,0
"Do Right",1918,"1VVNTQPgB5OiUOSyKMqmgC",0.557,0.554,0,0.7559,1,0.0367,0.495,0,0.108,0.664,0.5015,0.1301,4,0.0724,10,1,0
"Cars With The Boom",4096,"7AOU7oaKRWHm5SG6IFVvtJ",0.93,0.591,10,0.6605,0,0.157,0.000543,2e-04,0.0834,0.268,0.5472,0.1265,4,0.0736,9,1,0
"You Can Call Me Al",1932,"0qxYx4F3vm1AOnfux6dDxP",0.776,0.763,5,0.7442,1,0.0535,0.182,0.0065,0.077,0.82,0.5908,0.1549,4,0.0926,15,1,0
"Backfired",4097,"0hhtRtdTDszpG3vFsjBzKB",0.825,0.705,9,0.6883,1,0.0896,0.114,5e-04,0.0483,0.853,0.5155,0.1633,4,0.2533,9,1,0
"It's Only Love",4098,"5xGsNXXTu545MWoeuFfjxT",0.515,0.805,5,0.8225,1,0.0345,0.00993,0,0.419,0.743,0.4653,0.1018,4,0.1075,8,1,0
"Nicole",4099,"7p5pEvfWMzRmhAQOZn095X",0.625,0.663,9,0.7902,0,0.0341,0.222,0,0.0938,0.248,0.4889,0.1262,4,0.1709,12,1,0
"Why Can't This Be Love",2191,"0TaT50ZZxT4ytZxuqkE3A9",0.531,0.626,0,0.6312,1,0.0452,0.0606,0,0.0767,0.746,0.4059,0.1223,4,0.1076,9,1,0
"The Glory of Man",3192,"7fwuT8n8FPJGseqr38zJtE",0.541,0.736,4,0.6607,1,0.191,0.000483,0.767,0.0963,0.931,0.7943,0.0911,4,0.1267,9,0,0
"Rapture",1589,"6F2vo4sxRNQ58VYe3pdiaL",0.724,0.704,11,0.7414,0,0.0511,0.113,0.0043,0.466,0.96,0.4944,0.167,4,0.159,9,1,0
"Let's Stay Together",3373,"19DVNifOaTnuP0iq1kTqgW",0.671,0.802,8,0.7945,0,0.0691,0.635,7e-04,0.119,0.492,0.4802,0.1778,4,0.0982,15,1,0
"Envie De L'Eau",3647,"4LGAjx4wVMjNa4IHWVjxB1",0.647,0.275,10,0.4543,1,0.0457,0.586,0.336,0.0791,0.398,0.545,0.1233,4,0.2141,10,0,0
"Voy a Tumbar la Casita",3547,"1Y6U3S5CWdJkj2FB5GnbiP",0.516,0.501,4,0.6447,1,0.0691,0.0751,0,0.0693,0.94,0.8679,0.0898,4,0.1642,9,0,0
"Baby Can I Hold You",3839,"2DjWsDGgL1xNbhnr7f6t5F",0.692,0.422,2,0.6923,1,0.0333,0.0811,0,0.0848,0.468,0.3421,0.1008,4,0.1697,7,1,0
"Love X Love",2450,"1Gnufs5iuI3h5ow29J7tOO",0.798,0.534,1,0.6452,1,0.0394,0.155,0.0013,0.113,0.848,0.5278,0.1592,4,0.188,10,1,0
"Hazy Shade Of Winter",3566,"0P2vAvvWni2tNXOdbH3JFk",0.48,0.866,5,0.7654,0,0.0446,0.00887,0,0.097,0.411,0.692,0.0847,4,0.1164,9,1,0
"Cómo Olvidarte",3219,"2Uwk716x1Dy9dX6hn5uSAl",0.467,0.722,11,0.7423,1,0.0422,0.159,0,0.0484,0.943,0.9201,0.1194,4,0.1774,9,0,0
"Surfing with the Alien",3588,"2ekfM9Dcslm7l9Lh7HGT0i",0.392,0.936,5,0.7786,1,0.0849,0.000221,0.839,0.407,0.564,0.7697,0.1464,4,0.1987,9,0,0
"She's Like The Wind",4102,"7BdXRaSlGAzhySfuW3y8h5",0.586,0.331,4,0.603,0,0.0295,0.256,0,0.18,0.223,0.5746,0.1256,4,0.1535,10,1,0
"Body Language",2340,"3vbJYObr73CV6nRtvk5cHf",0.831,0.369,1,0.5826,1,0.0819,0.0268,0.0043,0.098,0.398,0.6096,0.1503,4,0.1561,11,1,0
"I Knew You Were Waiting (For Me)",4103,"2XgDgIsVUOt9Lov5G4Wruy",0.717,0.837,4,0.801,1,0.0456,0.264,0,0.235,0.68,0.4967,0.1288,4,0.1026,12,1,0
"Music For A Found Harmonium - 2008 Digital Remaster",2035,"4Nf4pScvTosqe9xz0FCBui",0.382,0.225,0,0.64,1,0.0459,0.915,0.921,0.05,0.103,0.4464,0.1174,4,0.1167,9,0,0
"Remote Control",3158,"7jOeDXQvqfu2ZLp7lYwOy8",0.825,0.712,0,0.7711,1,0.0502,0.103,0,0.236,0.87,0.5404,0.1723,4,0.1603,16,1,0
"Frenesi",4104,"5Mt5Q5J5mDFIKs4r2HRQsT",0.487,0.178,10,0.5717,1,0.0606,0.924,0.492,0.103,0.681,0.6931,0.0967,4,0.1189,11,0,0
"Mary's Prayer",4105,"6G3afsR0udhKnAU0Tut25j",0.682,0.571,0,0.6362,1,0.0367,0.235,0,0.116,0.657,0.6215,0.1266,4,0.218,8,1,0
"Ride Like The Wind",3493,"7gUMShP1l20tC0xf17Zplk",0.669,0.707,0,0.6249,0,0.0478,0.347,7e-04,0.0997,0.806,0.5719,0.1521,4,0.1308,10,1,0
"Don't Be Cruel",2303,"6A1MJbqxcHvNcT0u9qMqEP",0.538,0.497,2,0.6593,1,0.0357,0.0747,0,0.0713,0.89,0.7731,0.0971,4,0.0678,11,1,0
"König von Deutschland",3944,"4Hg99jQ6zjks47xaH8eK40",0.478,0.944,9,0.6919,1,0.0432,0.109,0,0.15,0.702,0.7734,0.1119,4,0.2441,8,0,0
"Eenie Meenie",3210,"0kr4qhkSAiBEOvT1aoBcY6",0.66,0.532,7,0.6517,1,0.081,0.426,0,0.117,0.746,0.3504,0.1454,4,0.3214,10,1,0
"Je te donne",3578,"55mXuPsEm6aboDIM68RM74",0.459,0.776,0,0.8033,1,0.0359,0.287,0,0.159,0.749,0.5612,0.1458,4,0.1593,9,0,0
"Hard To Say",2874,"0lFIys9PvdEJqTWsS7Ac9y",0.68,0.439,2,0.6525,1,0.0248,0.529,1e-04,0.0978,0.653,0.4172,0.1282,4,0.1694,10,1,0
"Lonely Ol' Night",3358,"0TBMx8wWJkwSEVSOJUn21e",0.634,0.886,9,0.8334,1,0.0329,0.00453,0.0089,0.0397,0.756,0.5821,0.1208,4,0.1031,12,1,0
"What Cha' Gonna Do For Me",2181,"7e176FKv7cq6SG9EXYMLoQ",0.684,0.64,5,0.7058,0,0.0309,0.221,0.0102,0.179,0.777,0.4877,0.1264,4,0.2175,11,1,0
"Drift - Remastered 2005",1634,"4WLDFjesbUHfZpf2xvnQyK",0.255,0.116,5,0.2877,1,0.0437,0.884,0.894,0.0792,0.0309,0.319,0.0986,3,0.2264,9,0,0
"I Believe In You",3171,"6GjZx56DlDIX75KoM4hRf9",0.429,0.483,8,0.6777,1,0.0261,0.157,0,0.0775,0.254,0.3577,0.1035,4,0.1456,8,1,0
"Hey Ladies",3758,"5ulZo7nk3MByXLvja3NCAc",0.949,0.728,1,0.6897,1,0.211,0.286,0,0.0465,0.795,0.4679,0.1224,4,0.2186,9,1,0
"I Don't Want A Lover",4111,"000u1dTg7y1XCDXi80hbBX",0.756,0.47,7,0.6475,1,0.0394,0.196,5e-04,0.126,0.43,0.5542,0.1677,4,0.1209,14,1,0
"Aao Naa",3522,"6qumma9u4ZgGXfmX03M26I",0.823,0.428,9,0.5832,1,0.117,0.294,0.209,0.187,0.965,0.6184,0.1379,4,0.1124,14,0,0
"Heat Of The Moment",3873,"1nmZ8yqKkfooOuYvtFctDp",0.323,0.839,1,0.7609,1,0.0503,0.315,3e-04,0.348,0.543,0.6267,0.1223,4,0.1094,11,1,0
"Luanne",1901,"0t7szxjCNe2CCnlmIihHwS",0.6,0.869,2,0.8038,1,0.0411,0.00295,0,0.12,0.784,0.6492,0.1098,4,0.097,11,1,0
"Quelqu'un qui m'ressemble - 2006 Remaster",3929,"07RURPxANkDBm3b2WSdjT4",0.623,0.881,2,0.8294,1,0.0284,0.0265,0.865,0.131,0.919,0.5057,0.1257,4,0.1769,11,0,0
"Calling America",1728,"72eXfQYeBW1KsZEZ4fMnxP",0.645,0.701,2,0.7252,1,0.0315,0.0555,0.037,0.267,0.868,0.582,0.1117,4,0.127,12,1,0
"Rain Forest",4113,"55428gAARa9OwQAjkd30wZ",0.776,0.703,8,0.5628,0,0.0498,0.00108,0.88,0.352,0.922,0.5793,0.2598,4,0.1696,14,1,0
"All I Want Is You",1723,"6joaljcemJFCZi5zrg6Zf8",0.68,0.504,5,0.5978,0,0.0265,0.209,0,0.118,0.874,0.5833,0.1286,4,0.1802,11,1,0
"Leave A Tender Moment Alone",1743,"4Qw41GUmS4rF7GR3am9Rt6",0.628,0.548,10,0.7575,1,0.0423,0.229,0,0.555,0.564,0.5056,0.128,4,0.1437,12,1,0
"Shame",3050,"2JSnduEwkpqphqYB2kUw4R",0.683,0.653,0,0.6432,1,0.0321,0.0102,0,0.235,0.57,0.5421,0.1376,4,0.1304,11,1,0
"Je Me Suis Fait Tout Petit",4115,"0kW9E0TuO9Vk32gSWaRZpD",0.671,0.152,11,0.6098,0,0.104,0.764,1e-04,0.117,0.509,0.5752,0.1266,4,0.1453,13,0,0
"Since You're Gone",2045,"7zIjH2tLYxfyn2AAijMQ54",0.618,0.607,0,0.7334,1,0.0299,0.042,0.0277,0.0464,0.545,0.4403,0.1134,4,0.0858,7,1,0
"The Dead Heart",4116,"7nfGP5B3Pc508kEb6zL6r9",0.637,0.759,7,0.6822,1,0.0295,0.0282,4e-04,0.0621,0.686,0.6266,0.1742,4,0.1103,18,1,0
"Hearts On Fire",3365,"20HhDn0i0STNmkjgFqmvO5",0.562,0.743,11,0.6579,1,0.0412,0.0277,0,0.156,0.703,0.5309,0.1117,4,0.1936,7,1,0
"Get On Your Feet",3585,"7awBgmQ3B0YscMXPBwE1gQ",0.724,0.779,9,0.703,1,0.037,0.102,0.0015,0.129,0.93,0.5701,0.1164,4,0.1716,10,1,0
"I.o.u.",3854,"3dXSVFWK1s0PgtMrAifdDd",0.345,0.12,7,0.4651,1,0.0344,0.633,0,0.13,0.296,0.6016,0.0983,4,0.1785,7,1,0
"Tonight She Comes",2045,"5SIYaNaet1KMzNsPJXhUUV",0.655,0.837,5,0.7473,1,0.0264,0.053,0.0137,0.104,0.928,0.6517,0.128,4,0.0882,9,1,0
"Goodnight Saigon",1743,"5bIwtIednTXz7BHnnoQN06",0.598,0.398,0,0.6131,1,0.0613,0.152,0,0.116,0.135,0.594,0.2441,4,0.2101,15,1,0
"Don't Fight It",4122,"3zlfCTMl2MfHlYKJfMiO5K",0.42,0.741,2,0.7115,1,0.0487,0.0541,0,0.17,0.679,0.6906,0.1164,4,0.0808,11,1,0
"Celebration",1035,"3K7Q9PHUWPTaknlbFPThn2",0.885,0.664,1,0.6649,1,0.0527,0.146,0.0506,0.0767,0.901,0.5595,0.1666,4,0.1283,15,1,0
"Wild, Wild West",4123,"0fmjCC6ItD4vixqwLTNGfg",0.669,0.768,1,0.7235,1,0.0562,0.00215,0,0.177,0.943,0.855,0.1554,4,0.1456,12,1,0
"Blue Thunder",3491,"0DXsPlfQtOQBFbL0wAaOn6",0.33,0.566,7,0.7343,1,0.0251,0.32,0.681,0.119,0.273,0.4285,0.1237,4,0.1974,8,0,0
"My Ever Changing Moods",4125,"4vk81xgPsTv0auIZh0cvGK",0.54,0.413,11,0.7409,1,0.0283,0.859,0,0.106,0.436,0.5851,0.116,4,0.1192,14,1,0
"The Stroke",3836,"52KvuGmgcgRdrLMXOtda0E",0.67,0.591,7,0.7898,1,0.0646,0.62,0,0.373,0.8,0.4206,0.1161,4,0.2931,6,1,0
"Think About Me",2036,"1Q5kDGREVR7mcTjhvuFLm1",0.684,0.679,0,0.7277,1,0.0255,0.00448,0.0083,0.112,0.783,0.5364,0.0829,4,0.1932,8,1,0
"Cool Night",1918,"29KyVqHekckVGfxHn8QS7m",0.576,0.528,2,0.8065,0,0.0258,0.67,0,0.347,0.663,0.4932,0.1168,4,0.1357,11,1,0
"I Want Candy",4127,"6J8IwGX3oHi7x9B57vmMMW",0.686,0.649,7,0.6406,1,0.0642,0.00623,0.0625,0.0592,0.76,0.5059,0.083,4,0.3594,5,1,0
"The Band Played Waltzing Matilda",3052,"1O2SlAUcjIoFFt9vpI3P1i",0.634,0.132,9,0.4834,1,0.0344,0.457,2e-04,0.125,0.197,0.482,0.2859,3,0.0824,25,0,0
"A Penny For Your Thoughts",1881,"4JC90rQSqwMAhekHuu2hCj",0.537,0.469,0,0.7482,1,0.0324,0.6,0,0.109,0.363,0.6281,0.1487,4,0.1959,9,1,0
"Tonite",3883,"6DaKFvFC18PLGrLtEYcnUY",0.554,0.903,4,0.7911,0,0.0302,0.375,2e-04,0.117,0.923,0.4897,0.1145,4,0.1206,9,0,0
"Where The Streets Have No Name",3422,"4qgZs0RNjdzKAS22lP0QjY",0.49,0.724,2,0.7128,1,0.0366,0.00976,0.0046,0.159,0.292,0.5787,0.1907,4,0.1112,15,1,0
"Didn't I (Blow Your Mind)",3555,"3UxhGH45xEy6J2JJwm3izJ",0.641,0.43,1,0.6324,0,0.0283,0.306,0,0.162,0.506,0.6339,0.1456,4,0.1657,13,1,0
"Memory",1786,"3BKgKo6yH6fyRwKPGLddc4",0.277,0.289,6,0.6649,0,0.0267,0.357,0,0.141,0.0559,0.377,0.166,3,0.1104,13,1,0
"A Esa",3287,"1TJS7POzl1qrGhqvFcjtHv",0.657,0.579,2,0.6593,0,0.0316,0.516,0,0.128,0.761,0.6114,0.0952,4,0.1804,11,0,0
"Break My Stride",3941,"1mCsF9Tw4AkIZOjvZbZZdT",0.917,0.588,10,0.6813,1,0.0607,0.195,0,0.0914,0.828,0.5063,0.0955,4,0.1441,9,1,0
"Little Jeannie",1640,"7pgAdesi3gGZO8lAyzOTvu",0.608,0.391,10,0.5521,1,0.0284,0.554,0,0.0891,0.751,0.6608,0.1779,4,0.1973,15,1,0
"A House Is Not A Home",1941,"74VCNgRkEHpiektpX0Jnye",0.363,0.155,10,0.489,1,0.0375,0.983,0.926,0.104,0.0899,0.6531,0.1527,4,0.1893,16,0,0
"No Place Like Home",3124,"6r93mEbFXJ1KmGuGCawRmR",0.598,0.295,2,0.6714,1,0.0249,0.448,4e-04,0.0894,0.301,0.3369,0.134,4,0.0809,11,0,0
"Ray M'bele",3060,"7ggShewo0Cv1aDgzSsb9lg",0.574,0.379,11,0.5865,1,0.0465,0.865,0.0161,0.112,0.706,0.3765,0.2405,4,0.0761,16,0,0
"Cool Love",2003,"4f3J8zrr85LAVUhzZ3llYP",0.63,0.401,6,0.5867,1,0.028,0.237,2e-04,0.142,0.377,0.4926,0.1259,3,0.1969,9,1,0
"We Built This City",3423,"6OnfBiiSc9RGKiBKKtZXgQ",0.661,0.908,5,0.8138,1,0.039,0.052,0,0.0708,0.656,0.6628,0.1649,4,0.1269,11,1,0
"Riot In The Dungeons",3057,"4CmiLLWW2nC5MP1JzTeRoH",0.227,0.954,1,0.7306,0,0.0957,0.041,0.0032,0.316,0.172,0.5663,0.1448,4,0.1296,16,0,0
"I Must Not Think Bad Thoughts",2667,"1NcImur5QmVn2b0jeXHIvj",0.549,0.692,9,0.7679,1,0.0349,0.441,0,0.0849,0.454,0.5735,0.1394,4,0.1078,10,0,0
"Livin' On A Prayer",3412,"37ZJ0p5Jm13JPevGcx4SkF",0.532,0.887,0,0.8384,1,0.0335,0.0778,2e-04,0.294,0.795,0.5635,0.1358,4,0.1751,11,1,0
"Love Is A Battlefield",2064,"41CoPVBGQyaO9edYV2BKnp",0.673,0.631,2,0.6611,0,0.0504,0.0134,0.0149,0.116,0.882,0.4168,0.1329,4,0.2149,8,1,0
"Conga",3080,"3FdHgoJbH3DXNtGLh56pFu",0.789,0.655,2,0.5998,1,0.0474,0.167,0.0409,0.0311,0.865,0.5623,0.1387,4,0.1827,9,1,0
"Manic Monday",3566,"00vYs0qZA40Z8AAaN7xmMO",0.685,0.594,2,0.6843,1,0.0289,0.294,0,0.358,0.853,0.5601,0.0953,4,0.1943,9,1,0
"Shine On",3005,"7BOAXgaGfRDWwYbUqE5tuQ",0.824,0.79,11,0.6929,1,0.0403,0.04,0.0073,0.0644,0.961,0.5469,0.1752,4,0.2993,11,1,0
"Turn Me Loose",3500,"2Z81PDDYNMTxZKiU2XIuFx",0.588,0.641,5,0.6563,1,0.0312,0.0841,7e-04,0.303,0.548,0.5491,0.191,4,0.1233,13,1,0
"Jane Says",3655,"7c1Dar0pIAW7w5TzaGjt9t",0.402,0.597,2,0.7198,1,0.0327,0.0385,0,0.109,0.496,0.3763,0.1593,4,0.2248,12,0,0
"Owner Of A Lonely Heart",2205,"0GTK6TesV108Jj5D3MHsYb",0.744,0.798,7,0.7904,1,0.0364,0.175,0.0037,0.26,0.89,0.5753,0.1477,4,0.2884,7,1,0
"Posse On Broadway",4132,"7MmhQMfjXPF2AnqrmbqvVB",0.819,0.292,7,0.5936,1,0.49,0.0269,0,0.361,0.516,0.796,0.1704,4,0.0898,16,1,1
"Beat It",1756,"1OOtq8tRnDM8kG2gqUPjAj",0.779,0.867,3,0.8395,0,0.0457,0.0491,0,0.197,0.915,0.6387,0.1412,4,0.0938,9,1,0
"Kazet",4018,"5rLpnchpW4QRieS9scBGBD",0.742,0.759,8,0.6403,1,0.0456,0.414,0.0059,0.286,0.873,0.4657,0.191,4,0.0988,15,0,0
"Ted, Just Admit It...",3655,"2l7iDl470hxtX7FkzAA3wz",0.365,0.568,2,0.6756,1,0.0468,0.0101,0.0132,0.57,0.604,0.3423,0.256,4,0.1034,17,0,0
"Look What You've Done To Me",1513,"76MPV2FNIV50SBAs9Tmzss",0.496,0.264,11,0.5251,1,0.0348,0.623,0.0012,0.054,0.0837,0.5873,0.1775,4,0.1873,15,1,0
"Attack Of The Name Game",4133,"5UWcAoVoUpFteuMd5DUYlH",0.825,0.71,1,0.7076,1,0.131,0.104,0.0013,0.309,0.894,0.4606,0.2195,4,0.1436,14,1,0
"Let Me Be The Clock",1891,"6XljaLDO81KTEY3YhOQsuB",0.463,0.493,9,0.73,1,0.0295,0.402,0,0.087,0.594,0.7453,0.1772,4,0.1426,12,1,0
"Among Fields Of Crystal - 2004 Digital Remaster",1634,"1Z2OQ4XtLwrhQKGS9BA4wi",0.223,0.00717,1,0.2349,1,0.0424,0.991,0.876,0.167,0.035,0.3095,0.108,4,0.1136,12,0,0
"Jahan Teri Yeh Nazar Hai - Kaalia / Soundtrack Version",3185,"6RY2fEKYTORAsKKpbky5Qt",0.447,0.589,8,0.716,1,0.0763,0.498,5e-04,0.0822,0.963,0.801,0.1842,3,0.15,11,0,0
"Tiempos Metalicos",3595,"4T2kryjqmT3TRJhcni4OaK",0.338,0.979,0,0.8185,1,0.252,0.0275,1e-04,0.1,0.237,0.6854,0.0746,4,0.1605,8,0,0
"Encore et encore - Remastered",4134,"2KzUa9x2TNzHVsx4sVuHsx",0.7,0.794,8,0.7428,1,0.0484,0.479,3e-04,0.0921,0.858,0.7557,0.151,4,0.1106,11,0,0
"Thunderstorm by the Waterfall",3239,"4978uNV0UTQx6nqTeZ7i9t",0.125,0.673,1,0.5797,1,0.0793,0.00267,0.884,0.787,0.0242,0.3898,0.0609,4,0.1424,7,0,0
"Just Like Honey",3339,"1LwP9g1Hjbs64jXM2Qsxry",0.341,0.552,8,0.693,1,0.0423,8.02e-05,0.616,0.0591,0.486,0.5582,0.0942,4,0.2898,5,0,0
"A Girl In Trouble (Is A Temporary Thing)",4136,"6825ujIyyrnHiXOzTVlWFG",0.683,0.722,0,0.6657,0,0.0322,0.117,0.392,0.158,0.879,0.6007,0.1408,4,0.1206,14,1,0
"Mony Mony",3127,"3GfGTJ2xzC0rqKgdjNJLOC",0.701,0.758,1,0.7993,1,0.0405,0.004,0,0.13,0.344,0.6219,0.1675,4,0.1847,14,1,0
"Heartbeat",4137,"01xc0Rvv19F2p2wno0KUF4",0.623,0.685,6,0.6712,0,0.0368,0.0201,0,0.322,0.782,0.5062,0.1427,4,0.0755,11,1,0
"Tryin' To Live My Life Without You",1725,"30XMQl7w3JozUbN6JVpk2Q",0.513,0.904,2,0.8434,1,0.0499,0.0181,0,0.964,0.772,0.4819,0.1301,4,0.1813,11,1,0
"Red Red Wine",3259,"4uOKFydzAejjSFqYbv1XPt",0.857,0.468,1,0.7355,1,0.0476,0.00414,0,0.269,0.843,0.4099,0.095,4,0.191,10,1,0
"The End Of The Innocence",3110,"3NWcFiL6oCEagrFiTdDr1m",0.623,0.425,8,0.6382,1,0.0291,0.306,1e-04,0.108,0.392,0.5363,0.1769,4,0.1028,12,1,0
"Please Don't Go Girl",3555,"3uWDev1JIiPQgH6FRX5HyM",0.661,0.598,3,0.7692,1,0.0359,0.187,0,0.0605,0.653,0.6971,0.1345,4,0.1122,14,1,0
"Rasna Nis Din Bhaj Hari Naa",3176,"6wmUbVCi1qtpXXhAAs4Bgu",0.456,0.572,2,0.7434,1,0.0356,0.675,0,0.148,0.645,0.4194,0.1729,4,0.0898,14,0,0
"We Got The Beat",3883,"5kz9GDBTX846OXwqWoyKzF",0.587,0.994,2,0.7984,1,0.045,0.155,0.0734,0.0319,0.481,0.6989,0.0759,4,0.1484,8,0,0
"A Girl Called Johnny - 2002 Remaster",3636,"2EF94Cbk5QW28tY95e1DtW",0.562,0.947,9,0.8342,0,0.0681,0.396,0,0.164,0.569,0.6111,0.1283,4,0.1117,12,0,0
"Laila O Laila - Qurbani / Soundtrack Version",3256,"05oQXL5mtuktNigwBOGs6y",0.662,0.537,7,0.7161,0,0.0632,0.0826,0.0015,0.0843,0.777,0.6098,0.1497,4,0.129,13,0,0
"The Sick Bed of Cuchulainn",3052,"7wSco4c7DSaTvcrryRmy6S",0.546,0.918,5,0.7203,1,0.0762,0.0971,0,0.25,0.355,0.6459,0.0929,3,0.1391,8,0,1
"Hoy Puede Ser un Gran Dia",35,"5YxgSArh0FDP0CEDuZcYnC",0.521,0.79,7,0.8367,1,0.241,0.461,0,0.328,0.915,0.4457,0.062,4,0.3041,7,0,0
"Rock Wit'cha",3727,"7BVMXNnQSswMX8IJeZUb5T",0.685,0.547,11,0.6517,0,0.0487,0.0306,0,0.0694,0.909,0.3565,0.1608,4,0.2168,12,1,0
"La Última Copa",3547,"0Hzm4XQnhbzgbb1ad4sAVx",0.507,0.504,5,0.7259,0,0.045,0.546,0,0.191,0.962,0.9394,0.0889,4,0.1294,9,0,0
"Such A Shame",3905,"35JhxrwW2bBAiMcnrmuLEN",0.637,0.657,2,0.7409,1,0.0473,0.0456,0.0061,0.048,0.101,0.5258,0.1895,4,0.2387,13,1,0
"Stand Back",3781,"6sleEAnBH0sZMe0pOQNidG",0.638,0.783,11,0.7156,0,0.0435,0.00736,0.0447,0.0381,0.637,0.5302,0.1655,4,0.0845,12,1,0
"99 Luftballons",4140,"4ZhPLoMzZwewHLLjV1J15c",0.575,0.555,4,0.7578,1,0.0453,0.103,0,0.111,0.504,0.4387,0.1253,4,0.1194,10,1,0
"Forever Young",1735,"6y4OjcEz7LMrdVGODrcAIv",0.602,0.493,4,0.5336,1,0.0279,0.0934,0.0025,0.28,0.505,0.4689,0.135,4,0.0702,12,1,0
"Brise",3002,"7FTiIJGn55jVVZyx93X7jb",0.236,0.0755,4,0.38,0,0.0335,0.994,0.934,0.103,0.0857,0.3219,0.0881,4,0.1212,8,0,0
"I Think We're Alone Now",3633,"4uvjOKsp7mSjrDhWdkLPBY",0.752,0.723,7,0.658,1,0.0507,0.025,0.0035,0.0212,0.94,0.6004,0.1231,4,0.0732,9,1,0
"A Cara o Cruz",3746,"6gyagQouotKjEoGQVi1e7d",0.716,0.845,7,0.7388,1,0.029,0.136,1e-04,0.103,0.967,0.6162,0.1909,4,0.1127,17,0,0
"Heaven Knows",4141,"1CS1uStCJCkWuAdDuauAxA",0.689,0.793,5,0.6917,1,0.0363,0.042,0.0062,0.302,0.911,0.5514,0.128,4,0.1388,11,1,0
"Get It On",4142,"2RhBpEgfPbuxciijmxYNTp",0.418,0.701,7,0.6344,1,0.0431,0.00809,2e-04,0.347,0.499,0.3635,0.1434,4,0.3354,8,1,0
"John Jani Janardhan - From 'Naseeb' / Soundtrack Version",3925,"4uAusgy2SGIDgjaghvUJfK",0.522,0.834,9,0.7297,0,0.0348,0.215,0,0.482,0.77,0.4337,0.1965,4,0.2334,14,0,0
"Yo Te Quiero Libre",1590,"09KIprhBd2NYdI17dRqfQP",0.678,0.259,5,0.551,1,0.0342,0.24,0,0.139,0.519,0.6036,0.1059,4,0.1851,9,0,0
"Synchronicity II",2077,"5ynO8cYFjDwELIZfFHHeYe",0.414,0.851,2,0.7315,1,0.0413,0.0675,0.0047,0.333,0.567,0.731,0.1676,4,0.1571,15,1,0
"And The Cradle Will Rock...",2191,"4MM0jT9z9m7VFiusFrGJ8C",0.509,0.928,2,0.7936,1,0.0329,0.189,0,0.269,0.736,0.4964,0.1133,4,0.081,11,1,0
"Treat Me Right",2064,"1s0OQOEwJiCybX4adE63Tf",0.583,0.641,2,0.717,0,0.0334,0.107,0,0.0606,0.436,0.621,0.1086,4,0.1799,9,1,0
"Nine While Nine",3088,"2wJ2oinGR4C23su7ZeqVdT",0.655,0.663,0,0.6613,1,0.0392,0.0683,2e-04,0.29,0.796,0.5875,0.1365,4,0.0642,13,0,0
"I Cannot Believe It's True",3183,"47gHXfrbU3IBshdwwtjrjz",0.712,0.923,5,0.7955,0,0.037,0.141,0.0019,0.0817,0.743,0.5579,0.1776,4,0.3753,14,1,0
"The Cowboy And The Lady",1298,"0qDfEI0vWeKhJn1KfglaM7",0.603,0.463,4,0.6483,1,0.035,0.354,0,0.0839,0.649,0.5969,0.1534,4,0.1961,14,1,0
"Biggest Part Of Me",2362,"6JHXiRD1QjMK1N6AQEnL04",0.498,0.723,10,0.7458,1,0.05,0.238,0,0.353,0.882,0.7048,0.1823,4,0.0917,13,1,0
