"track","artist","uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","chorus_hit","sections","target","explicit"
"Touch The Fire",3100,"6kxHMpVt9OYDQOwXYJrQAb",0.539,0.955,7,-3.997,1,0.0427,0.0894,3.31e-05,0.0873,0.502,129.875,226480,4,33.4149,11,1,0
"Cold Gettin' Dumb",4536,"5hGsUZIjiBZq4QRtjdulKB",0.795,0.775,1,-7.492,1,0.162,0.0294,0.139,0.0367,0.833,96.027,272787,4,27.38765,10,0,1
"Like The Weather",4275,"19X5dUlxVWC5jDg3eOysMz",0.77,0.459,1,-17.453,1,0.0416,0.112,0.00343,0.145,0.963,133.351,236653,4,29.93103,16,1,0
"Change",3415,"00ODCfwZix0sfqSfBYT18Z",0.403,0.848,11,-11.615,1,0.0625,0.246,0,0.616,0.622,149.028,196693,4,19.65325,9,1,0
"The Wild Boys",3174,"23M7cQkNJLiddeubvVgaQl",0.741,0.838,11,-7.622,0,0.0637,0.407,0,0.138,0.586,115.689,257600,4,46.34545,11,1,0
"No One Is To Blame",3315,"4gPpDeHntIaxvJXP53QtIj",0.623,0.341,9,-10.196,1,0.027,0.68,2.16e-06,0.103,0.362,93.984,210533,4,53.52437,7,1,0
"Make A Move On Me",1616,"1HKzbaJa69dMplZfb49TN1",0.768,0.547,9,-13.055,1,0.0497,0.393,8.65e-05,0.116,0.605,121.97,197840,4,79.26362,6,1,0
"Xanadu",4538,"4zdspHPxpExPiU8RolxBUH",0.652,0.654,6,-7.679,1,0.0275,0.186,0,0.162,0.708,127.555,208507,4,42.48628,9,1,0
"Stay The Night",1917,"0siySPc0ooo4rNTdwaoXM1",0.686,0.662,0,-5.31,1,0.0317,0.11,1.17e-06,0.0569,0.748,84.225,229693,4,30.79333,8,1,0
"Rockin' At Midnight",4312,"2KRL3DGRNhiKDQQA50MLS6",0.487,0.789,9,-8.112,1,0.108,0.0515,4.25e-05,0.329,0.843,161.759,359853,4,30.23496,17,1,0
"Forever Young",4205,"4S1VYqwfkLit9mKVY3MXoo",0.489,0.483,9,-9.466,0,0.0275,0.42,0.0028,0.236,0.333,136.822,226706,4,42.38844,10,1,0
"Wivenhoe Bells (II)",3169,"7nYDC2hCyuw6yKnVsClX4E",0.514,0.727,5,-5.844,1,0.0414,0.197,5.14e-05,0.67,0.396,105.394,263093,4,26.15411,12,0,0
"Unfamiliar Wind (Leeks Hills) - Remastered 2004",1634,"4SngUdjKC7Njrz5UVik26A",0.203,0.0163,5,-33.331,0,0.0474,0.959,0.94,0.12,0.0394,122.409,326867,5,33.53885,14,0,0
"Friends In Love",4539,"7A2SdvA35KGIbpLMFgmAH0",0.475,0.301,5,-14.716,1,0.0318,0.647,0,0.31,0.207,135.624,240067,4,29.74886,15,1,0
"The Different Story (World Of Lust And Crime)",4307,"1jP0CImX4WDx8jGfzrMTkV",0.629,0.731,4,-10.427,0,0.0279,0.153,0.00747,0.325,0.869,119.439,232773,4,22.68976,9,1,0
"Mystery Of Love",3132,"6AvtRMA6AzFNYZ3qEMYpch",0.767,0.686,7,-10.476,1,0.0461,0.0681,0.91,0.111,0.565,114.07,430576,4,59.44458,20,0,0
"Peter Gunn",4540,"3owKZYdWWzNcThn3NLRkb3",0.539,0.74,10,-7.315,1,0.0401,0.0829,0.893,0.399,0.726,123.83,150867,4,47.61797,6,1,0
"Dreaming (Tell Me)",3057,"4NsREnHwyAHwxrvVkavclz",0.33,0.474,1,-11.602,0,0.0324,0.363,0.000969,0.0434,0.338,118,319907,4,44.64096,14,0,0
"Nobody",4541,"1IyktkUQ3ktjlc6eDXG967",0.764,0.448,0,-12.371,1,0.0336,0.249,0,0.107,0.868,124.226,199200,4,24.42111,9,1,0
"Sister Christian",3942,"57trQKFZdJxHia4sMJioWk",0.448,0.35,5,-16.239,1,0.0393,0.147,2.27e-06,0.0842,0.234,177.279,302933,4,35.07619,14,1,0
"Handle With Care",4500,"1vQxicuNSODoBECPMFjHMG",0.676,0.771,7,-5.981,1,0.0283,0.109,0,0.247,0.708,115.073,199587,4,33.42507,12,1,0
"Echo",3588,"3NEjVofmH5hcab8Kn0wp3M",0.711,0.598,4,-7.314,0,0.0417,0.0819,0.727,0.0851,0.664,136.872,340507,5,54.18592,12,0,0
"All This Time",3633,"5jzDnEoTtwzvJfvVx52rDC",0.476,0.495,1,-9.949,1,0.0301,0.161,1.97e-06,0.355,0.446,180.191,261907,4,25.33322,15,1,0
"As We Lay",4544,"3HNjLJb6VfoP0VC30TdxyE",0.421,0.323,8,-9.651,1,0.0452,0.436,0,0.156,0.16,72.288,359000,4,21.14897,14,1,0
"Caught In The Game",3233,"7oJha5sW0FFC5zSslt7MUG",0.667,0.667,11,-11.442,0,0.0297,0.135,4.49e-05,0.174,0.732,130.982,286267,4,30.43482,16,1,0
"Roni",3727,"6mdNRnbiVerwM8kGCS1KwD",0.72,0.704,9,-11.815,1,0.0375,0.0132,0.000113,0.054,0.92,146.701,358333,4,43.58647,14,1,0
"Kiss",3684,"62LJFaYihsdVrrkgUOJC05",0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485,226240,4,37.0041,13,1,0
"Caught Up In You",3950,"3jYRpwbctfqB77uU7T7K3U",0.425,0.681,1,-8.604,0,0.0316,0.0229,0.000219,0.0543,0.933,131.011,279333,4,24.16044,12,1,0
"Hurt So Bad",1214,"3c0Ys2ie05I4Csansv7Jhi",0.63,0.432,7,-9.454,0,0.0275,0.371,7.11e-05,0.11,0.604,99.889,196000,4,44.43537,9,1,0
"You Might Think",2045,"7BvuV4c1BGhaRapcXvRu5z",0.71,0.774,2,-9.335,1,0.0333,0.141,0.0136,0.0348,0.966,133.924,185026,4,36.54536,9,1,0
"אם ננעלו",3379,"7okNW5KSOqXq2bNyM6t4Qg",0.676,0.926,0,-10.47,1,0.0668,0.426,0.0201,0.0555,0.519,163.353,318240,4,35.3959,15,0,0
"Love In Siberia",4545,"3yNi5wPnN84O8dKL9yoQEF",0.595,0.852,4,-7.951,0,0.0366,0.0188,1.27e-06,0.331,0.808,114.908,221013,4,107.05453,5,1,0
"New Day Rising",3136,"0nSWm1Lj33t7Z9JOrkLHwj",0.0866,0.826,0,-11.294,1,0.0429,0.00235,0.00665,0.0771,0.546,199.456,154867,4,38.93212,7,0,0
"Favorite Waste Of Time",1679,"72ug00g96euwyQXdy3msvJ",0.59,0.811,7,-6.243,1,0.0504,0.085,0,0.465,0.539,115.273,159133,4,30.62965,9,1,0
"Let's Talk About Me",1902,"23PayDM4dRdm1dvzGimKZ1",0.655,0.412,0,-10.877,0,0.0443,0.345,0,0.325,0.515,143.099,268748,4,34.37234,16,1,0
"Street Of Dreams",3030,"2hDopFcMjFcRi5IRpTSSyr",0.555,0.648,6,-8.791,0,0.0286,0.00199,3.83e-06,0.0597,0.659,119.848,265507,4,40.35382,13,1,0
"There's The Girl",2157,"5qMNvVFTJoTLkaXbudbVNF",0.586,0.814,11,-12.941,0,0.0314,0.271,0,0.338,0.71,130.392,230067,4,40.31805,8,1,0
"Lindo Balão Azul",2651,"5x8aaVV1gNm7PxOZZtM38H",0.696,0.896,10,-7.248,1,0.029,0.0173,1.7e-05,0.0675,0.903,125.331,198133,4,43.41951,8,0,0
"Red Light",2039,"44LZ8tzYJ8RiWvqAwibyO0",0.889,0.645,8,-10.856,1,0.0464,0.03,0.102,0.0483,0.933,119.79,370867,4,25.44034,18,1,0
"Land Of A Thousand Dances",1716,"66ZOBuMbYPHO2Mv6S6EPvz",0.326,0.804,4,-13.688,1,0.0708,0.00456,0.00339,0.654,0.567,170.945,210640,4,38.66489,10,1,0
"The Grid",1699,"64VYy2f9QBx26P1YjNQrEc",0.566,0.514,3,-12.518,1,0.0295,0.631,0.0905,0.129,0.295,99.232,896067,4,23.36585,33,0,0
"I'll Be Over You",1843,"1WeoeHh0TSzsApyJ6Q8OOK",0.516,0.277,10,-17.85,1,0.0256,0.062,0,0.258,0.412,82.168,229880,4,49.07252,12,1,0
"Let It Be Me",1369,"6sQkTCSV4OvhzXlSJawlhx",0.426,0.179,2,-16.334,1,0.0306,0.903,0.00392,0.129,0.0646,73.162,211333,4,30.1174,9,1,0
"Forró do Xenhenhem",3587,"7GBQOLaOLRDQNdHcIWRnL5",0.533,0.887,0,-6.554,1,0.0672,0.138,0,0.208,0.964,105.727,185173,4,34.61165,10,0,0
"So Much In Love",4006,"4HIcn25dIDQgUURWvGKRUq",0.698,0.326,1,-14.089,0,0.0321,0.699,0,0.0632,0.628,77.443,136893,4,17.67579,8,1,0
"Quiero Amanecer Con Alguien",4549,"2ryQUYtQkg8oHvkEyPxPz5",0.56,0.231,5,-13.753,0,0.036,0.365,0,0.184,0.166,77.998,247053,4,25.90521,13,0,0
"Be Mine (Tonight)",1826,"2YEPUm6I2jmrh75dIKJou6",0.766,0.31,0,-15.073,1,0.0497,0.12,4.97e-05,0.122,0.421,113.283,384227,4,36.95418,15,1,0
"Perdón Por Tus Lágrimas",3199,"3YoLl2RHRhzKg3WhpaFRES",0.474,0.343,4,-11.827,1,0.0307,0.704,0,0.322,0.342,149.716,237440,4,26.99821,12,0,0
"Keep Your Hands To Yourself",3345,"5tORtBzHUAnNrIw5Ql3kHZ",0.57,0.882,2,-6.044,1,0.0524,0.00259,0.000178,0.0875,0.844,114.88,208469,4,34.03322,11,1,0
"Shakin'",2080,"1PUwqWUz1Zz345y1s9YRv1",0.614,0.789,9,-10.241,1,0.0342,0.0342,0.00132,0.114,0.899,113.701,187800,4,33.34022,8,1,0
"Foolish Beat",3399,"0KhiesN7gLBPEQhKsBmrI1",0.542,0.44,10,-11.161,0,0.0257,0.267,2.48e-06,0.147,0.341,78.325,262413,4,31.24023,15,1,0
"Follow The Leader",3064,"0KFk2QVKWnZFRfVdKzbuX6",0.775,0.878,10,-8.914,0,0.192,0.517,0.00252,0.11,0.792,109.961,334960,4,27.45934,16,0,0
"Working Class Man",4235,"3dFn762F5JW8Wr2DpWDMIv",0.373,0.938,11,-3.913,1,0.0997,0.0117,5.56e-05,0.155,0.391,138.276,250400,4,31.83962,11,1,0
"Ledi Ndieme M'Bodj",3060,"3Pb0iYh8VR6ufJHmfHmOy4",0.685,0.342,9,-18.416,1,0.0623,0.684,0.014,0.154,0.747,91.652,534333,4,55.62306,26,0,0
"Will The Wolf Survive",3832,"1p6OGxxPyfJPV459PdEBjM",0.737,0.695,7,-7.886,1,0.0301,0.0482,0.00359,0.0674,0.844,135.986,222307,4,43.02891,12,1,0
"Father Figure",3082,"0L0T4tMAaGqLgIVj1MOj9t",0.689,0.333,3,-13.288,1,0.0262,0.163,3.36e-05,0.0853,0.284,101.988,336667,4,39.06513,15,1,0
"Things Can Only Get Better",3315,"1RbOObDFn7GOseR1w529Zj",0.752,0.743,7,-6.083,1,0.0331,0.0314,0.000117,0.128,0.832,108.254,235827,4,43.45185,9,1,0
"Heaven",4082,"2dEgwtRjYl6TJkIwjRwn6z",0.462,0.488,6,-11.143,1,0.0287,0.115,0,0.128,0.33,145.789,236867,4,48.81676,9,1,0
"Adicto",4207,"3IWF9cWzwZhNwHYEdWwqOn",0.31,0.462,7,-13.947,1,0.0392,0.505,0,0.103,0.326,165.635,210800,3,30.81275,12,0,0
"You Got Lucky",2442,"5eMZ3EPIMGoWlrrVhxatdv",0.687,0.649,9,-6.776,0,0.0273,0.0381,1.08e-05,0.043,0.641,114.811,217960,4,36.70364,10,1,0
"Change",3351,"2JhIaeltCDCcp02K936tgx",0.61,0.801,9,-5.979,0,0.0301,0.0867,0.299,0.238,0.835,125.257,254000,4,24.28334,13,1,0
"Mi Amante Amigo",3473,"2yS5CsorCAdmiPCLmE0PvB",0.562,0.282,9,-17.211,0,0.0389,0.265,0,0.0596,0.45,79.706,238067,4,32.22404,13,0,0
"Love Song",3457,"0vJUdIefT5caKla9H8b1q4",0.354,0.318,2,-9.974,1,0.034,0.343,0.0389,0.113,0.281,81.856,323360,4,35.4918,14,1,0
"No More Rhyme",3399,"2CxHodO8PvTJjzjJLPjXEt",0.56,0.442,9,-7.861,1,0.0281,0.465,3.34e-06,0.264,0.247,74.132,251280,4,65.77182,9,1,0
"Blue Eyes",1640,"4PFhHd7DsNg0ke9Nmlxms5",0.518,0.229,7,-17.18,0,0.027,0.575,0.00363,0.123,0.159,106.665,206267,3,41.40092,10,1,0
"Little Lies",2036,"4CoSCPlKNrWli7E5kFtbcl",0.64,0.649,2,-10.345,1,0.0264,0.216,8.3e-05,0.0551,0.865,124.825,221053,4,30.85127,9,1,0
"Genius Of Love",4554,"6UBQONiLH8kNmmB8UrV2Ef",0.921,0.529,2,-11.974,1,0.0851,0.0845,0.000779,0.0478,0.724,102.941,334360,4,21.84784,20,1,0
"Tarde (with Juan Gabriel) - En Vivo",3165,"3XI9Y3nh80Hw5BCqQkZvQ8",0.413,0.348,9,-10.166,1,0.0442,0.932,1.38e-05,0.129,0.612,75.546,189333,3,53.00021,8,0,0
"Milord",3400,"0qAtbrY5DNGHtAl1L0CQzS",0.509,0.387,7,-6.581,1,0.056,0.844,0,0.153,0.562,106.497,270440,3,35.14193,12,0,0
"Born To Be My Baby",3412,"50ZpPgU81payZxI2H7QXNM",0.534,0.959,7,-4.289,1,0.0379,0.0089,0,0.347,0.756,131.278,280107,4,31.43841,10,1,0
"La Hechicera",3547,"5awwFZA1rOOggexEf0aosj",0.587,0.573,11,-12.327,1,0.0998,0.588,2.44e-06,0.337,0.961,176.755,181080,4,25.8647,9,0,0
"Just Like Paradise",3975,"5ZY7Gug850kv4heJcWZGHM",0.611,0.853,2,-4.983,1,0.034,0.0219,0,0.671,0.376,135.558,243280,4,29.13797,13,1,0
"La groupie du pianiste - Remasterisé en 2002",4502,"496eQC5FPo3dmfNRXPcmps",0.578,0.751,7,-8.355,0,0.0306,0.528,0.0134,0.0483,0.66,102.904,282813,4,23.42131,15,0,0
"Shattered Glass",3232,"2gloq2eJAV28piOxTVUaoC",0.71,0.956,10,-5.531,1,0.0307,0.406,0.581,0.0673,0.905,120.109,221706,4,59.71583,11,1,0
"She's A Bad Mama Jama (She's Built, She's Stacked)",2065,"7KEguG3CDoestm50v6XET5",0.879,0.581,0,-6.078,1,0.0723,0.117,0,0.0435,0.629,114.226,234707,4,71.24014,9,1,0
"Mama",1724,"6kIwzLSiQU51taaaZ9zWSE",0.565,0.884,9,-8.633,1,0.0618,0.383,0.208,0.38,0.67,82.914,408053,4,54.13637,14,1,0
"Love Somebody",1804,"1FSkS6h2UVI2LGAXlOYzcY",0.566,0.892,4,-4.698,1,0.0339,0.0153,0.000491,0.0873,0.711,138.562,213987,4,28.98842,14,1,0
"Mystery",2264,"39NiB3VrlRX1RAvAMwv37y",0.486,0.93,4,-3.842,1,0.0551,6.75e-05,0.275,0.132,0.844,81.058,107907,4,47.64232,7,0,0
"Lovin' Every Minute Of It",3500,"7wxRteSKMVVYD570x3D7bx",0.523,0.69,9,-13.527,1,0.0414,0.21,0,0.243,0.845,173.266,213293,4,33.8407,11,1,0
"Centerfield",2805,"2iRfjwzPsooCskZrrlsgcC",0.777,0.948,7,-3.648,1,0.0479,0.127,5.36e-06,0.0708,0.973,142.359,231347,4,23.75308,10,1,0
"Era Mi Vida El",3319,"3kJZSmIcLKsT442ssrbaBX",0.407,0.337,5,-14.169,1,0.0512,0.771,0,0.196,0.285,105.475,232067,4,34.98449,12,0,0
"Blue World",194,"0GhAc4Q5FIRaq3qLV0NsWY",0.656,0.696,9,-7.16,0,0.0349,0.344,1.66e-05,0.311,0.724,127.39,319147,4,21.39401,15,1,0
"Magic",2045,"7z8k6KAvjHX3RtkYNhIC9B",0.683,0.806,9,-7.574,1,0.042,0.125,0.000548,0.191,0.962,118.032,237093,4,29.24636,11,1,0
"Pari à l'hôtel - 2006 Remaster",3929,"1H7D2ULXNv7AKH4Ukpzmvx",0.665,0.813,2,-4.638,1,0.0346,0.0628,0.939,0.172,0.97,132.088,215200,4,21.39981,13,0,0
"The Boy In The Bubble",1932,"00IrSynHsun7DpDrLkRIjM",0.62,0.703,2,-7.854,1,0.0836,0.479,0,0.14,0.559,136.155,239693,4,29.56544,12,1,0
"New Sensation",3388,"2bxY1baYlyXNzmjOkFvqId",0.68,0.967,4,-2.771,1,0.0664,0.0661,1.75e-06,0.0808,0.895,115.748,219813,4,28.59253,11,1,0
"When He Was On the Cross (I Was On His Mind)",4559,"3hPrOKZzfcZc33XpQP95AP",0.398,0.337,8,-9.405,1,0.0257,0.777,0.000109,0.126,0.147,140.685,210893,4,18.70012,11,0,0
"Gun",3459,"2ewbtB0DZhtkoFALbJhxxV",0.329,0.9,9,-11.526,1,0.0689,0.00286,0.298,0.125,0.21,97.099,282107,3,49.57523,12,0,0
"Bite The Bullet",3057,"12XZ2vHIGINSEGh27AQh7H",0.227,0.86,3,-10.332,0,0.115,0.367,0.963,0.394,0.542,127.743,95333,4,49.79251,5,0,0
"La valse à mille temps",1474,"0Yqvv7EV2VYgC299tA5ZaV",0.473,0.455,6,-12.098,1,0.23,0.827,0,0.163,0.79,78,229907,4,14.53399,13,0,0
"Brass Monkey",3758,"2tY1gxCKslfXLFpFofYmJQ",0.914,0.586,6,-8.435,0,0.33,0.00203,1.58e-06,0.0992,0.655,116.371,157440,4,60.55455,6,1,0
"What Does It Take",4017,"64nufOFI9wEAWW5IQcKLat",0.549,0.453,7,-13.044,1,0.025,0.0356,0,0.0675,0.377,88.589,255133,4,48.72648,11,1,0
"Pennywhistle",4560,"31TjeXsbZmwBbJqhwn6YG7",0.441,0.82,10,-7.546,1,0.0723,0.0174,0.162,0.888,0.751,166.064,199600,4,49.91901,8,0,0
"Aag",3522,"7JwZdVGDQfJow5cTtbq7KO",0.708,0.552,11,-10.433,0,0.0362,0.446,0.00333,0.34,0.295,110.746,267633,4,72.60987,11,0,0
"Youth Gone Wild",3706,"1jF5Id0OPFU1Mae8BEUF5u",0.536,0.72,7,-11.277,0,0.0436,0.00202,0.000127,0.357,0.633,117.367,198907,4,41.9136,9,1,0
"Panama",2191,"05RgAMGypEvqhNs5hPCbMS",0.527,0.978,8,-5.436,1,0.109,0.00124,4.75e-05,0.0744,0.463,141.169,210227,4,26.94015,11,1,0
"If You Leave",4231,"05oFyvdztPdpwSwpoclD4c",0.635,0.684,0,-11.687,1,0.0329,0.088,0.156,0.0755,0.892,120.269,268547,4,33.46433,12,1,0
"Call It Love",2002,"2pFLsd3LCZAxhBzkbql331",0.546,0.622,9,-10.426,1,0.0247,0.0722,0.00302,0.193,0.372,104.493,257427,4,42.95425,15,1,0
"Radio Romance",3633,"7tSHnwXxOk8BiRWzlLWfZ9",0.61,0.762,11,-11.207,1,0.0316,0.00976,0.000505,0.419,0.778,136.149,244827,4,48.85672,11,1,0
"Space Age Love Song",3298,"7zSAI7Ae6DPVepN8MksKVZ",0.447,0.744,2,-4.613,1,0.0311,3.62e-05,0.106,0.21,0.552,139.959,226693,4,45.30919,11,1,0
"Pressure",1743,"3LqvmDtXWXjF7fg8mh8iZh",0.548,0.68,9,-8.675,0,0.0474,0.0148,0.000949,0.0877,0.851,148.494,280333,4,27.54413,13,1,0
"All I Want Is You",3422,"34sL4eaI8UKWOyYpCvoboU",0.239,0.442,1,-11.494,1,0.0308,0.106,0.0411,0.0738,0.4,185.723,389933,4,27.0098,22,1,0
"Waiting Game",3754,"2YWiD7mVNd2tPqDND0FczP",0.685,0.711,6,-11.763,0,0.0396,0.228,0.000314,0.0312,0.944,115.217,255560,4,17.90698,9,1,0
"The Kid Is Hot Tonite",3500,"7rOLhbPgZtlghYVXmKRDgh",0.567,0.697,11,-12.855,0,0.0405,0.0286,7.05e-05,0.106,0.696,142.559,268960,4,25.73774,12,1,0
"Relax",3344,"2K22nUTdyr48JDwI5t906t",0.676,0.695,11,-13.395,0,0.0392,0.326,1.09e-05,0.0462,0.691,114.93,236800,4,28.94921,8,1,0
"Amanda",2201,"4gpext9x0CbdD9NWaa4nDj",0.449,0.424,7,-14.06,1,0.0323,0.32,1.69e-06,0.107,0.259,125.493,256200,4,28.05306,11,1,0
"Is It Love",3182,"1YPXe8H3ea1UNhA9kjy3PC",0.652,0.825,0,-11.418,1,0.0412,0.0398,0.000173,0.415,0.861,116.37,217333,4,31.74522,10,1,0
"Place des grands hommes",3920,"20RHWjtCLr7ODGQEItdZXg",0.643,0.765,9,-7.385,1,0.0317,0.345,1.54e-06,0.126,0.602,130.582,268747,4,39.03787,11,0,0
"Dominion / Mother Russia",3088,"286oOUWsKLgh9DMcOqKkkQ",0.613,0.937,5,-10.13,1,0.0498,0.00209,0.0501,0.518,0.414,121.062,420301,4,24.85288,17,0,0
"California Girls",3975,"4H3vuLX59XPqdtTpIesGyS",0.582,0.748,4,-5.93,1,0.0521,0.432,0,0.0707,0.433,115.13,171456,4,71.38861,6,1,0
"1999",2319,"2H7PHVdQ3mXqEHXcvclTB0",0.866,0.73,5,-8.201,1,0.0767,0.137,0,0.0843,0.625,118.523,379267,4,35.29387,14,1,0
"If It Isn't Love",3557,"7JmPqImeW3kLoYVNBA9v11",0.588,0.856,5,-12.418,0,0.0378,0.0915,2.62e-05,0.365,0.781,97.968,309840,4,57.25343,8,1,0
"A Girl Like You",4015,"4qz8PpznLcX5AtoUusIiAh",0.657,0.828,1,-9.344,1,0.0283,0.0892,0,0.0575,0.908,123.799,282867,4,49.56468,11,1,0
"Leyenda",1590,"4DYvg3njBv5zoRarf9E3WB",0.654,0.084,7,-20.487,1,0.0482,0.947,0.000124,0.0929,0.512,107.131,193582,4,38.50385,11,0,0
"One Night Love Affair",3365,"5W2wzbDu4os7SbAGVzbYfY",0.519,0.845,6,-5.667,0,0.0374,0.000515,1.61e-06,0.376,0.609,124.624,273081,4,42.48,10,1,0
"Come On, Let's Go",3832,"7lAVmqRbm79nGN4auDjJ9b",0.41,0.814,9,-9.053,1,0.0373,0.104,0.00613,0.0959,0.766,176.35,119960,4,31.17711,5,1,0
"Que Se Me Acabe la Vida",1630,"0zTJ0TG9dMqiZQlrMTeQGU",0.648,0.198,2,-16.81,1,0.0491,0.948,0,0.289,0.751,93.721,129840,4,38.21786,8,0,0
"Jackie Brown",3358,"37zFCQlcLHzi94fJYSvMo7",0.529,0.832,4,-7.771,1,0.0297,0.0062,0.0433,0.175,0.609,167.041,243027,4,31.98072,14,1,0
"A Woman Needs Love (Just Like You Do)",4039,"0DEwNI2DgasX1eprqCivJk",0.744,0.376,6,-14.937,0,0.0395,0.479,3.86e-05,0.254,0.696,91.113,249053,4,33.64557,12,1,0
"Cult Of Personality",4293,"5e3YOg6fIkP0wD5TyxcHOH",0.504,0.918,0,-3.463,1,0.0517,0.00164,2.12e-05,0.78,0.539,92.031,294827,4,59.90462,10,1,0
"Spiritual Cramp",3751,"3jSTCf4oCzZ2yhKNbmfl5k",0.309,0.975,1,-8.245,1,0.0973,0.0211,0.0111,0.888,0.252,145.599,175800,4,55.00172,9,0,0
"Freight train",2195,"5UlokrsKgBObpODBXwTW0B",0.397,0.203,10,-18.596,1,0.0292,0.979,0.193,0.106,0.489,103.885,166373,4,30.0163,10,0,0
"867-5309/jenny",3792,"6iX1f3r7oUJnMbGgQ2gx1j",0.584,0.708,5,-10.039,1,0.0593,0.0264,0.00364,0.112,0.564,137.657,226200,4,26.87687,12,1,0
"Europa And The Pirate Twins",4188,"5wMd1Bpd8NOSlWGWCNvLuL",0.566,0.716,0,-12.42,1,0.0322,0.0114,0.0135,0.252,0.902,99.82,199120,4,32.0346,10,1,0
"Longtemps Longtemps",3647,"3ICvSQi0Qgel7BiYiHNQPa",0.444,0.053,0,-25.199,1,0.0609,0.903,0.0249,0.0689,0.104,93.131,176000,3,25.91464,8,0,0
"Alien",2043,"7DZQd335o3GLCJhkqUox4I",0.525,0.477,5,-9.874,0,0.0285,0.266,0.00645,0.099,0.731,122.887,294400,4,42.69201,14,1,0
"Little Red Riding Hood",4398,"5juKLa6YllzOwc7tLNx2WU",0.418,0.931,2,-9.116,1,0.216,0.0237,1.97e-05,0.0882,0.182,121.666,249067,4,16.92309,13,0,0
"Diferentes",3165,"3KHutWVbsXS8OnPpkdZVUb",0.509,0.207,9,-17.039,1,0.0282,0.607,0,0.181,0.62,102.548,202907,4,44.50012,10,0,0
"Sex & Violence",3609,"6Hd8gL1gutUEzebTPmImtU",0.46,0.705,7,-7.874,1,0.163,0.00221,5.8e-05,0.0924,0.772,161.798,311613,4,40.98386,13,0,0
"Sing Me Away",3942,"6Aav1GMR2dbFU7nIRrnwQa",0.551,0.753,2,-10.074,1,0.0337,0.0104,2.98e-06,0.115,0.52,122.813,250800,4,58.23951,9,1,0
"My Girl (Gone, Gone, Gone)",2336,"0m28f73Piz111HOdimOmmf",0.439,0.821,2,-8.535,1,0.0973,0.38,4.95e-06,0.609,0.472,111.242,254507,4,36.92508,11,1,0
"Doralice",2250,"2cDO2CnwjyXgKhgh6QcAaN",0.608,0.243,2,-13.401,1,0.0927,0.946,0.000469,0.117,0.776,158.48,164827,4,26.94227,8,0,0
"גבריאל",3379,"77M2IjlWETFVyMAXMTOq5Q",0.333,0.836,3,-5.698,1,0.134,0.106,0,0.158,0.515,154.106,188707,4,36.57572,11,0,0
"Buried Alive",3275,"7xA7XEh6Jc7HUkzBsUDIDj",0.281,0.447,7,-13.605,1,0.0389,0.00314,6.51e-06,0.132,0.164,97.462,252333,4,22.67691,10,0,0
"Sueño de Una Noche de Verano",1590,"3ktkrwRVyaMshD3kDnab8L",0.606,0.471,7,-7.781,1,0.077,0.764,1.45e-05,0.278,0.343,69.752,378546,4,36.52843,15,0,0
"Don't Wanna Lose You",3585,"4tEpvocDTdNVR9DYxnJTFy",0.545,0.356,5,-14.127,1,0.0245,0.413,1.56e-06,0.128,0.465,82.214,250067,4,43.35726,9,1,0
"Johny Hit and Run Paulene",2667,"1w5UVxI3gtz0xO9dj7jRjA",0.477,0.907,4,-5.688,0,0.0259,0.00152,0.000204,0.36,0.681,98.991,170800,4,18.76902,9,0,0
"Cuando Sale la Luna",4568,"6odjbkHoHnlYa5OS6evKhG",0.518,0.175,4,-10.943,0,0.0328,0.856,1.11e-05,0.102,0.278,83.751,229133,3,23.24259,11,0,0
"A Heart In New York",2278,"05iPg44iQftuEjHXoXAlvT",0.435,0.207,2,-18.939,0,0.034,0.831,0.00478,0.306,0.429,95.918,191800,4,50.00019,9,1,0
"La Vie en rose",3400,"6By5EZtl0GKQuRZBZbk1LU",0.38,0.277,8,-10.897,1,0.0315,0.977,0,0.158,0.489,113.107,187667,5,38.42671,10,0,0
"Never Knew Love Like This",4569,"7DVTNkZRGqvFcKryWCuTZP",0.75,0.59,5,-11.799,1,0.0346,0.321,0,0.115,0.803,104.101,309400,4,54.7274,13,1,0
"הגברים בוכים בלילה",4570,"3WNhtfaQy46EIThXj3UAub",0.529,0.472,11,-12.475,0,0.0303,0.176,0,0.0831,0.362,136.074,332333,4,26.78809,18,0,0
"You Could Have Been With Me",3073,"1ONz7ocoJticKL8bw6cYEf",0.292,0.269,5,-14.78,1,0.0303,0.381,0.000104,0.24,0.268,64.302,217520,4,24.51847,9,1,0
"I Live For Your Love",1926,"01tKbq9PNJVgmmUvb7skOP",0.327,0.361,6,-9.431,1,0.0319,0.864,0.117,0.13,0.168,84.525,267067,4,59.30493,8,1,0
"All This and Heaven Too",4525,"4i19rtbn52WtEHBkIZEBeP",0.423,0.172,5,-17.659,1,0.0483,0.99,0.683,0.598,0.491,93.275,207323,4,93.47899,8,0,0
"A Certain Girl",2713,"24tc3OZ7YRdtQofd23niCE",0.694,0.726,11,-12.987,1,0.0427,0.322,0,0.293,0.968,121.977,188200,4,19.72241,9,1,0
